"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Acanthamoeba","Acanthamoeba polyphaga","Acanthamoeba_polyphaga","Acanthamoeba polyphaga",0,1.31e-09,"DeLong_etal_2010",1,"Protozoa","Amoebozoa","Lobosa","Amoebida","Acanthamoebidae","GBIF",99,"ACCEPTED","Acanthamoebidae","Amoebida",FALSE
"Acanthamoeba","Acanthamoeba rhysodes","Acanthamoeba_rhysodes","Acanthamoeba rhysodes",0.0119931146592568,5.07e-09,"Castro_2025; DeLong_etal_2010",2,"Protozoa","Amoebozoa","Lobosa","Amoebida","Acanthamoebidae","GBIF",99,"ACCEPTED","Acanthamoebidae","Amoebida",FALSE
"Acanthaspis","Acanthaspis pedestris","Acanthaspis_pedestris","Acanthaspis pedestris",0,0.401,"DeLong_etal_2018",1,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","GBIF",97,"ACCEPTED","Reduviidae","Hemiptera",FALSE
"Acanthemblemaria","Acanthemblemaria hancocki","Acanthemblemaria_hancocki","Acanthemblemaria hancocki",0,0.4,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","GBIF",99,"ACCEPTED","Chaenopsidae","Perciformes",FALSE
"Acanthemblemaria","Acanthemblemaria macrospilus","Acanthemblemaria_macrospilus","Acanthemblemaria macrospilus",0,0.3,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Chaenopsidae","GBIF",99,"ACCEPTED","Chaenopsidae","Perciformes",FALSE
"Acanthephyra","Acanthephyra acutifrons","Acanthephyra_acutifrons","Acanthephyra acutifrons",0,4.637,"Donnelly_1993",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","GBIF",99,"ACCEPTED","Acanthephyridae","Decapoda",FALSE
"Acanthephyra","Acanthephyra curtirostris","Acanthephyra_curtirostris","Acanthephyra curtirostris",0,3.618,"Donnelly_1993",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","GBIF",99,"ACCEPTED","Acanthephyridae","Decapoda",FALSE
"Acanthephyra","Acanthephyra purpurea","Acanthephyra_purpurea","Acanthephyra purpurea",0,1.866,"Pata_2025",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","GBIF",99,"ACCEPTED","Acanthephyridae","Decapoda",FALSE
"Acanthephyra","Acanthephyra smithi","Acanthephyra_smithi","Acanthephyra smithi",0,3.84,"Makarieva_2008",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","GBIF",99,"ACCEPTED","Acanthephyridae","Decapoda",FALSE
"Acanthephyra","Acanthephyra stylorostratis","Acanthephyra_stylorostratis","Acanthephyra stylorostratis",0,3,"Kalytiak_estimated; Donnelly_1993",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","GBIF",99,"ACCEPTED","Acanthephyridae","Decapoda",FALSE
"Acanthidops","Acanthidops bairdi","Acanthidops_bairdii","Acanthidops bairdii; Acanthidops bairdi",0,16,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","GBIF",98,"SYNONYM","Thraupidae","Passeriformes",TRUE
"Acanthina","Acanthina monodon","Acanthina_monodon","Acanthina monodon",0,8,"Brose_etal_2018",1,"Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","GBIF",99,"ACCEPTED","Muricidae","Neogastropoda",FALSE
"Acanthina","Acanthina punctulata","Acanthina_punctulata","Acanthina punctulata",0,0.85,"Novak_estimated",1,"Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","GBIF",97,"ACCEPTED","Muricidae","Neogastropoda",FALSE
"Acanthinucella","Acanthinucella punctulata","Acanthinucella_punctulata","Acanthinucella punctulata",0,0.85,"Novak_estimated",1,"Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","GBIF",97,"ACCEPTED","Muricidae","Neogastropoda",FALSE
"Acanthinucella","Acanthinucella spirata","Acanthina_spirata","Acanthina spirata; Acanthinucella spirata",0,0.8,"Novak_estimated",2,"Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","GBIF",98,"SYNONYM","Muricidae","Neogastropoda",TRUE
"Acanthinula","Acanthinula aculeata","Acanthinula_aculeata","Acanthinula aculeata",2.03682231495945,0.02378,"Brose_etal_2018; rdataretriever-predator-prey-body-ratio",2,"Animalia","Mollusca","Gastropoda","Stylommatophora","Valloniidae","GBIF",99,"ACCEPTED","Valloniidae","Stylommatophora",FALSE
"Acanthis","Acanthis flammea","Carduelis_flammea","Carduelis flammea; Acanthis flammea",0.637314008628305,12.05,"AnAge; Brown_etal_2018; Cai_etal_2025; Lislevand_etal_2007; Makarieva_2008; Wilman_etal_2014; rdataretriever-amniote-life-hist; rdataretriever-bird-size",8,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","GBIF",98,"SYNONYM","Fringillidae","Passeriformes",TRUE
"Acanthis","Acanthis hornemanni","Carduelis_hornemanni","Carduelis hornemanni; Acanthis hornemanni",0.782687004216525,13.11,"AnAge; Brown_etal_2018; Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-amniote-life-hist; rdataretriever-bird-size",6,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","GBIF",98,"SYNONYM","Fringillidae","Passeriformes",TRUE
"Acanthisitta","Acanthisitta chloris","Acanthisitta_chloris","Acanthisitta chloris",0.058093775865939,6.618,"Cai_etal_2025; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthisittidae","GBIF",99,"ACCEPTED","Acanthisittidae","Passeriformes",FALSE
"Acanthistius","Acanthistius fuscus","Acanthistius_fuscus","Acanthistius fuscus",0,6.9,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","GBIF",99,"ACCEPTED","Serranidae","Perciformes",FALSE
"Acanthistius","Acanthistius pictus","Acanthistius_pictus","Acanthistius pictus",0,1862,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","GBIF",99,"ACCEPTED","Serranidae","Perciformes",FALSE
"Acanthiza","Acanthiza apicalis","Acanthiza_apicalis","Acanthiza apicalis",0.00689370794790046,7.56,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza chrysorrhoa","Acanthiza_chrysorrhoa","Acanthiza chrysorrhoa",0.0142555190459266,9.426,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza ewingii","Acanthiza_ewingii","Acanthiza ewingii",0.0108095597734359,6.975,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza inornata","Acanthiza_inornata","Acanthiza inornata",0.00611722820850574,7.05,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza iredalei","Acanthiza_iredalei","Acanthiza iredalei",0.0213690939315014,5.863,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza katherina","Acanthiza_katherina","Acanthiza katherina",0.0280287236002435,6.925,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza lineata","Acanthiza_lineata","Acanthiza lineata",0.0393706918992746,7.232,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza murina","Acanthiza_murina","Acanthiza murina",0,8.4,"Wilman_etal_2014; rdataretriever-amniote-life-hist",2,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza nana","Acanthiza_nana","Acanthiza nana",0.0161528919472977,6.304,"Cai_etal_2025; Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza pusilla","Acanthiza_pusilla","Acanthiza pusilla",0.0384135490374151,7.365,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",98,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza reguloides","Acanthiza_reguloides","Acanthiza reguloides",0.00854377354329358,7.65,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza robustirostris","Acanthiza_robustirostris","Acanthiza robustirostris",0.00531815742289238,6.092,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthiza","Acanthiza uropygialis","Acanthiza_uropygialis","Acanthiza uropygialis",0.00506981567543997,6.392,"Lislevand_etal_2007; Wilman_etal_2014; rdataretriever-bird-size_rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Aves","Passeriformes","Acanthizidae","GBIF",99,"ACCEPTED","Acanthizidae","Passeriformes",FALSE
"Acanthobrama","Acanthobrama orontis","Acanthobrama_orontis","Acanthobrama orontis",0,57.38,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Acanthobrama","Acanthobrama thisbeae","Acanthobrama_thisbeae","Acanthobrama thisbeae",0,166.2,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Acanthobrama","Acanthobrama urmianus","Acanthobrama_urmianus","Acanthobrama urmianus",0,40,"fishbase",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","GBIF",99,"ACCEPTED","Cyprinidae","Cypriniformes",FALSE
"Acanthocardia","Acanthocardia tuberculata","Acanthocardia_tuberculata","Acanthocardia tuberculata",0,3.08,"sealifebase",1,"Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","GBIF",99,"ACCEPTED","Cardiidae","Cardiida",FALSE
"Acanthocercus","Acanthocercus adramitanus","Acanthocercus_adramitanus","Acanthocercus adramitanus",9.60817871351518e-06,135.6,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Acanthocercus","Acanthocercus annectens","Acanthocercus_annectens","Acanthocercus annectens",0.00013458917822187,122.6,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Acanthocercus","Acanthocercus atricollis","Acanthocercus_atricollis","Acanthocercus atricollis",0.336351296587652,145,"Feldman_etal_2016; Meiri_2018; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Acanthocercus","Acanthocercus branchi","Acanthocercus_branchi","Acanthocercus branchi",3.66618393222163e-05,130.3,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Acanthocercus","Acanthocercus cyanogaster","Acanthocercus_cyanogaster","Acanthocercus cyanogaster",0.624572956408563,122.5,"Feldman_etal_2016; Meiri_2018; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Acanthocercus","Acanthocercus guentherpetersi","Acanthocercus_guentherpetersi","Acanthocercus guentherpetersi",0.000476850363767697,35.52,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Acanthocercus","Acanthocercus phillipsii","Acanthocercus_phillipsii","Acanthocercus phillipsii",0.742323142105606,34.54,"Feldman_etal_2016; Meiri_2018; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Acanthocercus","Acanthocercus yemensis","Acanthocercus_yemensis","Acanthocercus yemensis",0.0001200648255089,86.81,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Agamidae","GBIF",99,"ACCEPTED","Agamidae",NA,FALSE
"Acanthochelys","Acanthochelys pallidipectoris","Acanthochelys_pallidipectoris","Acanthochelys pallidipectoris",0,369.2,"rdataretriever-amniote-life-hist",1,"Animalia","Chordata","Testudines","Testudines","Chelidae","GBIF",99,"ACCEPTED","Chelidae",NA,FALSE
"Acanthochitona","Acanthochitona crinita","Acanthochitona_crinita","Acanthochitona crinita",0.943664195592652,0.1855,"Brose_etal_2018; Brown_etal_2018",2,"Animalia","Mollusca","Polyplacophora","Chitonida","Acanthochitonidae","GBIF",99,"ACCEPTED","Acanthochitonidae","Chitonida",FALSE
"Acanthochromis","Acanthochromis polyacanthus","Acanthochromis_polyacanthus","Acanthochromis polyacanthus",0.871100243916433,10.84,"DeLong_etal_2018; Killen_etal_2016",2,"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","GBIF",99,"ACCEPTED","Pomacentridae","Perciformes",FALSE
"Acanthocobitis","Acanthocobitis botia","Acanthocobitis_botia","Acanthocobitis botia",0,36.3,"Cai_etal_2025",1,"Animalia","Chordata","Actinopterygii","Cypriniformes","Nemacheilidae","GBIF",99,"ACCEPTED","Nemacheilidae","Cypriniformes",FALSE
"Acanthocobitis","Acanthocobitis zonalternans","Acanthocobitis_zonalternans","Acanthocobitis zonalternans; Paracanthocobitis zonalternans",0.826884289452294,12.34,"Cai_etal_2025; fishbase",2,"Animalia","Chordata","Actinopterygii","Cypriniformes","Nemacheilidae","GBIF",98,"ACCEPTED","Nemacheilidae","Cypriniformes",TRUE
"Acanthocybium","Acanthocybium solandri","Acanthocybium_solandri","Acanthocybium solandri",0.315333192283422,11040,"Hirt_etal_2017; fishbase",2,"Animalia","Chordata","Actinopterygii","Perciformes","Scombridae","GBIF",99,"ACCEPTED","Scombridae","Perciformes",FALSE
"Acanthocyclops","Acanthocyclops americanus","Acanthocyclops_americanus","Acanthocyclops americanus",0,9.61e-06,"DeLong_etal_2018",1,"Animalia","Arthropoda","Copepoda","Cyclopoida","Cyclopidae","GBIF",99,"ACCEPTED","Cyclopidae","Cyclopoida",FALSE
"Acanthocyclops","Acanthocyclops robustus","Acanthocyclops_robustus","Acanthocyclops robustus",0.928740163687244,5.36e-05,"Brown_etal_2018; DeLong_etal_2018",2,"Animalia","Arthropoda","Copepoda","Cyclopoida","Cyclopidae","GBIF",99,"ACCEPTED","Cyclopidae","Cyclopoida",FALSE
"Acanthocyclops","Acanthocyclops vernalis","Acanthocyclops_vernalis","Acanthocyclops vernalis; Cyclops vernalis",0.816542321387966,0.0001487,"Brose_etal_2018; DeLong_etal_2018",3,"Animalia","Arthropoda","Copepoda","Cyclopoida","Cyclopidae","GBIF",98,"ACCEPTED","Cyclopidae","Cyclopoida",TRUE
"Acanthocyclus","Acanthocyclus gayi","Acanthocyclus_gayi","Acanthocyclus gayi",0,6.01,"Brose_etal_2018",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Belliidae","GBIF",99,"ACCEPTED","Belliidae","Decapoda",FALSE
"Acanthocyclus","Acanthocyclus hassleri","Acanthocyclus_hassleri","Acanthocyclus hassleri",0,6.65,"Brose_etal_2018",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Belliidae","GBIF",99,"ACCEPTED","Belliidae","Decapoda",FALSE
"Acanthodactylus","Acanthodactylus aegyptius","Acanthodactylus_aegyptius","Acanthodactylus aegyptius",0.00236244181045457,3.309,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus ahmaddisii","Acanthodactylus_ahmaddisii","Acanthodactylus ahmaddisii",0.00046556497069203,11.19,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus arabicus","Acanthodactylus_arabicus","Acanthodactylus arabicus",0.00127196736386525,10.58,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus aureus","Acanthodactylus_aureus","Acanthodactylus aureus",0.000696457099203015,8.107,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus bedriagai","Acanthodactylus_bedriagai","Acanthodactylus bedriagai",0.213061168464401,9.22,"Feldman_etal_2016; Meiri_2018; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus beershebensis","Acanthodactylus_beershebensis","Acanthodactylus beershebensis",0.0560371298052456,17.48,"Feldman_etal_2016; Meiri_2018; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus blanci","Acanthodactylus_blanci","Acanthodactylus blanci",0.0009959617913486,19.62,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus blanfordii","Acanthodactylus_blanfordii","Acanthodactylus blanfordii",0.000931629564056233,9.79,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus boskianus","Acanthodactylus_boskianus","Acanthodactylus boskianus",0.401157430457344,13.84,"Feldman_etal_2016; Makarieva_2008; Meiri_2018; rdataretriever-amniote-life-hist",4,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus boueti","Acanthodactylus_boueti","Acanthodactylus boueti",0.00343081745848041,5.823,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus busacki","Acanthodactylus_busacki","Acanthodactylus busacki",0.00234121581490249,9.275,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",98,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus cantoris","Acanthodactylus_cantoris","Acanthodactylus cantoris",0.000936152080789958,19.02,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus dumerilii","Acanthodactylus_dumerilii","Acanthodactylus dumerilii",0.0134899869105834,7.241,"Feldman_etal_2016; Meiri_2018; rdataretriever-amniote-life-hist",3,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus erythrurus","Acanthodactylus_erythrurus","Acanthodactylus erythrurus; Acanthodactylus lineomaculatus",0.273491203031547,11.26,"Feldman_etal_2016; Hirt_etal_2017; Makarieva_2008; Meiri_2018; rdataretriever-amniote-life-hist",7,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",96,"ACCEPTED","Lacertidae",NA,TRUE
"Acanthodactylus","Acanthodactylus felicis","Acanthodactylus_felicis","Acanthodactylus felicis",0.000745802899844674,6.406,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus gongrorhynchatus","Acanthodactylus_gongrorhynchatus","Acanthodactylus gongrorhynchatus",0.000745802899844674,6.406,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus grandis","Acanthodactylus_grandis","Acanthodactylus grandis",0.000679688125820209,24.92,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
"Acanthodactylus","Acanthodactylus guineensis","Acanthodactylus_guineensis","Acanthodactylus guineensis",0.00324803527570098,5.081,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Lacertidae","GBIF",99,"ACCEPTED","Lacertidae",NA,FALSE
